"var1","var1_id","op","var2","var2_id","est","std","se","p","se_boot","p_boot","matrix","row","col","par","group","group_id","fixed","mi","pmi","epc","mi_free","pmi_free","epc_free","mi_equal","pmi_equal","epc_equal","minimum","maximum","identified","penalty_lambda","model"
"con",7,"--","slp",3,0.466427233102962,,0.0412833917577884,1.33964046674536e-29,,,"omega",7,3,28,"High Slow Risk",2,FALSE,0,,0.0213291463,0.1942893182,0.6593703769,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"mot",8,"--","slp",3,0.338615582956966,,0.0508058476960975,2.64856675725469e-11,,,"omega",8,3,29,"High Slow Risk",2,FALSE,0,,-0.0136113395,0.0633361354,0.8012986867,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"sui",9,"--","slp",3,0.303509423227317,,0.0815755491644267,0.000198755473909343,,,"omega",9,3,30,"High Slow Risk",2,FALSE,0,,0.0522259588,0.3833073017,0.5358385178,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"app",5,"--","ene",4,1.1187721092078,,0.0434443363826065,3.07310831162154e-146,,,"omega",5,4,31,"High Slow Risk",2,FALSE,0,,-0.0150978325,0.0661322235,0.7970538234,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"glt",6,"--","ene",4,0.367124005028207,,0.0584887797911565,3.45550192921022e-10,,,"omega",6,4,32,"High Slow Risk",2,FALSE,0,,-0.0729059442,1.0685648586,0.3012698354,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"con",7,"--","ene",4,0.706758456071394,,0.0516692404913182,1.36451829990786e-42,,,"omega",7,4,33,"High Slow Risk",2,FALSE,0,,-0.0767246065,1.3757832992,0.2408207127,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"mot",8,"--","ene",4,0.560729211103485,,0.0680587228033543,1.7379686314293e-16,,,"omega",8,4,34,"High Slow Risk",2,FALSE,0,,0.0053590791,0.0048264049,0.9446136552,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"sui",9,"--","ene",4,-0.268489041012437,,0.109564877967852,0.0142656850309235,,,"omega",9,4,35,"High Slow Risk",2,FALSE,0,,0.0050166625,0.001895507,0.9652731357,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"glt",6,"--","app",5,0.506151037627257,,0.0417038254115173,6.74101713117328e-34,,,"omega",6,5,36,"High Slow Risk",2,FALSE,0,,0.0175056963,0.1444776629,0.7038695718,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"con",7,"--","app",5,0.419233819102163,,0.038517838950003,1.37176919149291e-27,,,"omega",7,5,37,"High Slow Risk",2,FALSE,0,,0.0665702921,2.3123707815,0.128348158,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"mot",8,"--","app",5,0.432834347021902,,0.0450796256470353,7.87499678077187e-22,,,"omega",8,5,38,"High Slow Risk",2,FALSE,0,,0.034012997,0.5150752079,0.4729500524,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"sui",9,"--","app",5,0.285148404539012,,0.0672313811760188,2.22229635064329e-05,,,"omega",9,5,39,"High Slow Risk",2,FALSE,0,,-0.0111004258,0.0263848754,0.8709639261,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"con",7,"--","glt",6,0.680580520290185,,0.0421645939675007,1.31303809485731e-58,,,"omega",7,6,40,"High Slow Risk",2,FALSE,0,,0.0639797361,1.9006856765,0.1680015901,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"mot",8,"--","glt",6,0.659574980053949,,0.0457149241343169,3.44933157361374e-47,,,"omega",8,6,41,"High Slow Risk",2,FALSE,0,,0.0738762277,2.4121651113,0.1203957471,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"sui",9,"--","glt",6,1.38937515075707,,0.0690820069130503,5.79766473061119e-90,,,"omega",9,6,42,"High Slow Risk",2,FALSE,0,,-0.043835869,0.3555529544,0.5509864444,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"mot",8,"--","con",7,1.32837957945823,,0.0437159366867402,8.25274803723898e-203,,,"omega",8,7,43,"High Slow Risk",2,FALSE,0,,-0.0042372239,0.0072629199,0.9320842916,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"sui",9,"--","con",7,0.461558525919624,,0.0665629863451316,4.08636367420182e-12,,,"omega",9,7,44,"High Slow Risk",2,FALSE,0,,-0.0025160248,0.0014259032,0.9698781336,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"sui",9,"--","mot",8,0.851159558317562,,0.062692633581171,5.50456668976975e-42,,,"omega",9,8,45,"High Slow Risk",2,FALSE,0,,0.019422359,0.0953890102,0.7574347857,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"beta",1,"inverse temp",,,1.05039258730565,,0.00982622140248409,0,,,"beta",1,1,55,"High Slow Risk",2,FALSE,0.0003820358,0.9844057514,0.0001175909,0.0003820358,0.9844057514,,0.0003820358,0.9844057514,,-Inf,Inf,FALSE,0,"equal_J_free_h"
